Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags,days_since_review,lat,lng,Reviewer_Score
Coram Street Camden London WC1N 1HT United Kingdom,709,3/27/2017,8.2,Holiday Inn London Bloomsbury, United Kingdom , Bed was too small for two people The temperature in the room was too hot it was roasting and did not respond to the adjustment controls we had very little sleep due to the heat and dry air no fresh air and we had uncomfortable throats next day Did not get restful sleep at all Very disappointed indeed ,60,2995, The location was useful,5,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",129 day,51.5241248,-0.1258066,Intermediate_Reviewer_Score
22 rue de Buci 6th arr 75006 Paris France,32,12/12/2016,8.9,H tel De Buci by MH, United Kingdom , Told upon arrival we d been upgraded to the Contemporary room and didn t have the option to stay in the characterful vintage styled room I had chosen and booked despite telling staff we didn t want an upgrade After seeing the Contemporary room which felt like it belonged in a rundown chain hotel had to complain only for staff to say our original room booking was available after all I felt disappointed that our requests weren t responded to until we complained ,85,194, Excellent breakfast and option to have breakfast in room ,11,2,"[' Leisure trip ', ' Couple ', ' Boudoir Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",234 day,48.8538752,2.3366123,High_Reviewer_Score
Marina 19 21 08005 Barcelona Spain,219,5/29/2016,8.8,Hotel Arts Barcelona, United Kingdom , The main pool was very chilly a few brave souls gave it a go but soon relented I m guessing early season but a few more degrees would have made it 10 10 ,35,1350, Excellent as always Staff are exceptional and the rooms are superb Our four year old was spoiled by the staff with a special mention to Dominic in the Arola restaraunt for taking him strawberry picking and concocting a T Rex strawberry juice ,44,1,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",431 day,41.3865424,2.1969665,High_Reviewer_Score
7 Pepys Street City of London London EC3N 4AF United Kingdom,1936,1/3/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, United Kingdom , At breakfast we waited for quite a long time for the poached eggs then when they came out they got given to the couple who came in after us so we just gave up and left ,38,7491,No Positive,0,1,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",212 day,51.5108412,-0.0780581,High_Reviewer_Score
8 Rue Cambon 1st arr 75001 Paris France,36,7/3/2016,8.4,Melia Paris Vendome, United States of America , Room a little small for an 8 day stay but bigger than my river cruiser state room I would be happy to stay here again ,27,307, Friendly courteous helpful staff Good breakfast buffet Quiet newly refurbished room with marble bathroom and separate marble toilet room ,21,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",396 day,48.8668228,2.3257729,High_Reviewer_Score
The Strand Westminster Borough London WC2N 5HX United Kingdom,359,4/28/2017,9.3,Amba Hotel Charing Cross, Bahrain , None,2,1694, Excellent location and extremely friendly staff Best service ever experienced in London ,14,5,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",97 days,51.508236,-0.1261963,High_Reviewer_Score
Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,315,10/7/2016,7.8,Fletcher Hotel Amsterdam, Bulgaria ,No Negative,0,3773, Best location and space for parking,7,7,"[' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",300 day,52.2924567,4.9444338,High_Reviewer_Score
25 Courtfield Gardens Kensington and Chelsea London SW5 0PG United Kingdom,222,7/14/2016,9,The Nadler Kensington, Sweden , Tiny room No proper hanging spaces for clothes or even outerwear ,13,1209, Staff very obliging ,5,5,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",385 day,51.4931086,-0.190208,Intermediate_Reviewer_Score
31 Great Cumberland Place Westminster Borough London W1H 7TA United Kingdom,365,2/17/2016,8.1,The Marble Arch London, United Kingdom , I feel that just because we booked on a discount site the put us across the street in a room that was facing the street No only was it loud but we couldn t open the drapes as people were looking into the room Just disappointed after such a lovely room in the past This hotel didn t even have a bar had to go across the street ,70,1567, I have stayed at the sister hotel across the street and it was lovely ,16,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",533 day,51.5151247,-0.1600656,Intermediate_Reviewer_Score
Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,589,3/16/2017,7,NH Carlton Amsterdam, Israel , Wifi is not usable very old facilities not in best shape ,13,4231, The location is amazing,5,1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",140 day,52.3663727,4.8930505,Intermediate_Reviewer_Score
68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,514,3/19/2017,8.2,Radisson Blu Edwardian Vanderbilt, United Kingdom , Only one small gripe as the bar didn t have either sherry or port,15,2665, Excellent location for Royal Albert Hall Could have easily walked but taxis are plentiful and can be picked up right outside the hotel Cost for a taxi to and from Waterloo was 17 each way Bed was extremely comfortable Staff were very helpful and welcoming Prices for dinner were reasonable Breakfast was particularly good great selection and all very fresh Would definitely return and would recommend to friends ,70,1,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 1 night ']",137 day,51.4953691,-0.1818966,High_Reviewer_Score
Rossello 191 Eixample 08036 Barcelona Spain,37,8/5/2016,8.2,Evenia Rossello, United Kingdom , Noisy neighbours meant little sleep but staff quick to move us,12,690,No Positive,0,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room with Extra Bed ', ' Stayed 7 nights ']",363 day,41.3920254,2.1554675,Intermediate_Reviewer_Score
Via Senigallia 6 20161 Milan Italy,904,7/5/2016,8.1,Hotel Da Vinci, Germany , Very minimalist equipped Breakfast was very bad Was absolutely not eatable Dirty dishes cold cuts were smelling off Chairs and tables dirty No 4 star hotel ,28,16670, Location ok Close to train station No additional costs for parking Rooms clean except of fungi in shower ,20,13,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",394 day,45.5331372,9.1711019,Intermediate_Reviewer_Score
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,1/14/2016,7.7,The Park Grand London Paddington, United Kingdom , The room was very cold even with a heater,10,4380, Easy access from Paddington to central london,8,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",567 day,51.5142184,-0.1809032,Intermediate_Reviewer_Score
101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,838,6/26/2016,8.4,The Grosvenor, United Kingdom , Needed better check in and better trained staff in the exec lounge v,14,3274, The room was excellent and the bar nice I had put on special instructions and they phoned me in advance to organise well done and thank you,28,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",403 day,51.4956657,-0.1452793,High_Reviewer_Score
Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,86,4/28/2017,8.2,Hotel Mercure Wien City, Canada , Room a little small ,6,910, Great location with easy acces to transit and about 20 minutes walk to centre of old city ,19,7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",97 days,48.2152663,16.376103,Intermediate_Reviewer_Score
92 Rue Du Cherche Midi 6th arr 75006 Paris France,36,1/31/2017,8.9,Hotel Spa La Belle Juliette, United Kingdom , Bed was two singles pushed together to make a double which is not comfortable at all Heating was high throughout the hotel Had to sleep with the windows open,30,303, Friendly helpful staff Great location ,7,18,"[' Business trip ', ' Solo traveler ', ' Romantic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",184 day,48.8474426,2.3223783,Intermediate_Reviewer_Score
Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,77,1/16/2016,8.9,The Ritz Carlton Vienna, United Kingdom , If we didn t have access to club lounge I would have been disappointed with bar lounge which appeared to be cordoned off for a private party every day Nowhere to have a coffee ,36,470, Club room was expensive but soo nice Loved the quiet lounge with food and drink all day Staff were wonderful ,22,18,"[' Leisure trip ', ' Couple ', ' Club Room with Club Lounge Access ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",565 day,48.2022742,16.3762615,High_Reviewer_Score
225 Edgware Road Westminster Borough London W2 1JU United Kingdom,1485,5/23/2017,7.5,Hilton London Metropole, Canada ,No Negative,0,6977, The room was spacious liked that there was a small fridge so I could store some water etc Beautiful looking restaurants but only had the breakfast as we were out visiting ,33,5,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",72 days,51.5195688,-0.170521,High_Reviewer_Score
53 Upper Street Islington London N1 0UY United Kingdom,429,4/5/2017,8.6,Hilton London Angel Islington, United Kingdom , The hard beds,4,1462, The free wifi Right next to the Business centre which is where we were going ,17,1,"[' Business trip ', ' Family with young children ', ' Double Guest Room ', ' Stayed 2 nights ']",120 day,51.5360906,-0.1048176,Intermediate_Reviewer_Score
52 Rue Oradour sur Glane 15th arr 75015 Paris France,171,9/1/2015,8.2,Oceania Paris Porte De Versailles, United Kingdom , Distance from airport,4,2541, Pool,2,2,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",702 day,48.8303023,2.2842872,Intermediate_Reviewer_Score
Naritaweg 1 Westpoort 1043 BP Amsterdam Netherlands,498,8/18/2015,8.6,Mercure Amsterdam Sloterdijk Station, France ,No Negative,0,3643, Very nice breakfast Spent such a nice night as well ,12,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",716 day,52.3872884,4.8349748,Intermediate_Reviewer_Score
10 Godliman Street City of London London EC4V 5AJ United Kingdom,788,3/13/2017,8.5,Grange St Paul s Hotel, United Kingdom , The in room fridge was broken and inaccessible The bedside lights didn t work or were unfathomable ,19,2635, The hotel and rooms were lovely ,8,2,"[' Leisure trip ', ' Family with young children ', ' Comfort Triple Room ', ' Stayed 1 night ']",143 day,51.5127625,-0.0997157,High_Reviewer_Score
Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,2623,11/15/2016,8.7,Park Plaza Westminster Bridge London, South Korea , A little dark inside the room ,8,12158, It has fantastic view And easy to access any places ,12,2,"[' Leisure trip ', ' Family with young children ', ' Studio King Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",261 day,51.5009609,-0.1165913,High_Reviewer_Score
128 King Henry s Road Camden London NW3 3ST United Kingdom,397,5/3/2016,8.3,London Marriott Hotel Regents Park, United Kingdom , I was disappointed we were not made aware of the renovations at hotel before we arrived it did ruin the experience as we have stayed at this hotel before and enjoyed the bright cheerful reception The restaurant menu isn t as good as when the indian buffet was available but should improve with Carluccio s arrival ,58,1640,No Positive,0,5,"[' Leisure trip ', ' Family with young children ', ' Deluxe with Two Double Beds ', ' Stayed 2 nights ']",457 day,51.5421476,-0.1703073,Intermediate_Reviewer_Score
Via Albricci 2 4 Milan City Center 20122 Milan Italy,493,8/7/2016,9,The Square Milano Duomo, Australia , Nothing to dislike about this hotel,7,4192, Our room and bathroom were very spacious and well appointed with tasteful decor Bed and pillows were very comfortable Large breakfast dining area with a good range of breakfast foods Close walking distance to Milan Cathedral and to Missori metro stop ,43,2,"[' Leisure trip ', ' Couple ', ' Executive Double or Twin Room ', ' Stayed 2 nights ']",361 day,45.4608604,9.1890215,High_Reviewer_Score
Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,404,4/19/2017,9.1,Hotel Stefanie, Egypt , bad view from room,5,3883, Room Temp,3,1,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']",106 day,48.2142766,16.3801779,Intermediate_Reviewer_Score
20 Lavington Street Southwark London SE1 0NZ United Kingdom,804,12/19/2015,9.1,citizenM London Bankside, United Kingdom ,No Negative,0,3802, Nice quirky environment and room is fitted with great gadgets especially the mood control ,16,1,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",593 day,51.5051507,-0.1004724,High_Reviewer_Score
24 Ludgate Hill City of London London EC4M 7DR United Kingdom,918,10/1/2016,8.4,Club Quarters Hotel St Paul s, Mexico , There is no parking place at the hotel You have a garage near by but you have to carry your own luggage to the hotel ,27,4117, The hotel is very confortable with a great location and the staff is helpful The price is also very convenient in a city like London that is so expensive ,31,1,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 4 nights ']",306 day,51.5139298,-0.101126,High_Reviewer_Score
Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,407,11/23/2016,7.3,Best Western Plus Hotel Blue Square, , Bathroom smells but not every time,7,3161, Good Location fair breakfast close airport public transport,9,1,"[' Leisure trip ', ' Group ', ' Economy Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",253 day,52.3786823,4.8207833,Intermediate_Reviewer_Score
27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,1243,3/27/2017,8.1,Park Grand Paddington Court, United Kingdom , Only very minor points to make I asked for a pint of water at breakfast as with most hotels only very small glasses were laid out and I don t drink tea and coffee only water so I always request this but there seemed to be some confusion over what I was asking for and eventually I was just given a slightly taller glass empty Also a deposit charge is taken on check in but when booking breakfast it couldn t just be added on to the room but the credit card was asked for again an unnecessary process The bar shuts at 11pm which is a bit too early for hotel guests ,115,6608, Good sized room club room with good sized bathroom too Right next to elevator which was excellent as I needed to avoid stairs as have knee injuries there are a few stairs by reception to get up to the lifts but there was always a member of staff on hand to lift my luggage those few steps for me Breakfast very good and good value Location good easy to hail a cab and close to shops bars ,79,32,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",129 day,51.5135555,-0.180002,Intermediate_Reviewer_Score
